time,aeration,rpm,feed_rate,Acid flow,Base flow,Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),do,penicillin,Vessel volume,Vessel Weight(Wt:Kg),ph,temp,Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),our,Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),biomass,cer,Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),batch_id,dt,cum_feed,growth_rate,penicillin_rate,oxygen_efficiency,mixing_intensity,biomass_smooth,penicillin_smooth,biomass_lag1,penicillin_lag1,our_lag1
185.6,75,100,80,0.0,28.197,37.217,1.2349,150,0.9,0,18.662,11.969,17.723,78631,88275.0,6.4948,297.85,479.39,1.5677,10.0,,23,,1.1268,0.19361,,23.18753333333333,1.4967,0,,0,0,6,0.2,101577.99999999901,-0.06758333333333866,-0.09500000000000952,0.015024000000000001,7500,23.214566666666666,17.7618,23.20105,17.742,1.1349
185.8,75,100,80,0.0,30.779,11.165,63.876,150,0.9,0,18.774,11.993,17.703,78678,88331.0,6.4971,297.93,507.05,1.5672,10.0,,23,,1.1108,0.19373,,23.174016666666667,1.4962,0,,0,0,6,0.2,101593.99999999901,-0.0675833333333209,-0.09999999999999787,0.014810666666666666,7500,23.20105,17.7422,23.18753333333333,17.723,1.1268
186.0,75,100,80,0.0,32.441,3.3496,0.0001,150,0.9,0,18.886,12.011,17.683,78726,88387.0,6.4991,297.85,479.94,1.5667,10.0,,23,,1.0971,0.19383,,23.1605,1.4957,0,,0,0,6,0.2,101609.99999999901,-0.06758333333333866,-0.09999999999999787,0.014628,7500,23.18753333333333,17.7226,23.174016666666667,17.703,1.1108
186.2,75,100,80,0.0,33.307,1.0049,72.8,150,0.9,0,18.998,12.007,17.664,78773,88444.0,6.4999,297.96,520.08,1.5662,10.0,,23,,1.106,0.19377,,23.14698333333333,1.4952,0,,0,0,6,0.2,101625.99999999901,-0.06758333333333866,-0.09499999999999176,0.014746666666666668,7500,23.174016666666667,17.703,23.1605,17.683,1.0971
186.4,75,100,80,0.0,33.855,32.928,7.28,150,0.9,0,19.11,12.015,17.644,78821,88500.0,6.5013,297.87,486.41,1.5656,10.0,,23,,1.1013,0.1938,,23.133466666666667,1.4947,0,,0,0,6,0.2,101641.99999999901,-0.0675833333333209,-0.10000000000001563,0.014684,7500,23.1605,17.6834,23.14698333333333,17.664,1.106
186.6,75,100,80,0.0,33.861,9.8785,112.43,150,0.9,0,19.222,12.014,17.624,78868,88557.0,6.5029,298.06,558.42,1.5651,10.0,,23,,1.1051,0.19378,,23.11995,1.4942,0,,0,0,6,0.2,101657.99999999901,-0.06758333333333866,-0.09999999999999787,0.014734666666666667,7500,23.14698333333333,17.663599999999995,23.133466666666667,17.644,1.1013
186.8,75,100,80,0.0,33.212,71.779,11.243,150,0.9,0,19.334,12.021,17.605,78916,88613.0,6.5032,297.94,510.68,1.5646,10.0,,23,,1.0966,0.19384,,23.10643333333333,1.4937,0,,0,0,6,0.2,101673.99999999901,-0.06758333333333866,-0.09499999999999176,0.014621333333333333,7500,23.133466666666667,17.644,23.11995,17.624,1.1051
187.0,75,100,80,0.0,32.459,21.534,170.7,150,0.9,0,19.444,11.996,17.585,78963,88669.0,6.504,298.25,629.2,1.5641,10.0,,23,,1.1246,0.19363,,23.092916666666667,1.4932,0,,0,0,6,0.2,101689.99999999901,-0.0675833333333209,-0.09999999999999787,0.014994666666666667,7500,23.11995,17.6244,23.10643333333333,17.605,1.0966
187.2,75,100,80,0.0,31.363,128.69,17.07,150,0.9,0,19.552,11.995,17.565,79010,88725.0,6.5048,298.06,559.11,1.5636,10.0,,23,,1.126,0.19362,,23.0794,1.4927,0,,0,0,6,0.2,101705.99999999901,-0.06758333333333866,-0.09999999999999787,0.015013333333333332,7500,23.10643333333333,17.604599999999998,23.092916666666667,17.585,1.1246
187.4,75,100,80,0.0,29.948,71.503,1.707,150,0.9,0,19.659,11.99,17.546,79057,88781.0,6.5043,297.91,502.4,1.563,10.0,,23,,1.1293,0.1936,,23.065883333333332,1.4922,0,,0,0,6,0.2,101721.99999999901,-0.06758333333333866,-0.09500000000000952,0.015057333333333332,7500,23.092916666666667,17.585,23.0794,17.565,1.126
187.6,75,100,80,0.0,28.751,21.451,87.438,150,0.9,0,19.768,11.993,17.526,79103,88836.0,6.5044,298.03,545.86,1.5625,10.0,,23,,1.1246,0.19364,,23.052366666666664,1.4917,0,,0,0,6,0.2,101737.99999999901,-0.06758333333333866,-0.09999999999999787,0.014994666666666667,7500,23.0794,17.565400000000004,23.065883333333332,17.546,1.1293
187.8,75,100,80,0.0,27.509,59.105,8.7438,150,0.9,0,19.877,11.985,17.507,79150,88891.0,6.5052,297.91,500.7,1.562,10.0,,23,,1.1303,0.19359,,23.03885,1.4912,0,,0,0,6,0.2,101753.99999999901,-0.0675833333333209,-0.09499999999999176,0.015070666666666668,7500,23.065883333333332,17.545800000000003,23.052366666666664,17.526,1.1246
188.0,75,100,80,0.0,25.961,17.731,142.03,150,0.9,0,19.987,12.009,17.488,79196,88946.0,6.5058,298.16,595.23,1.5615,10.0,,23,,1.1017,0.19381,,23.025333333333332,1.4907,0,,0,0,6,0.2,101769.99999999901,-0.06758333333333866,-0.09500000000000952,0.014689333333333332,7500,23.052366666666664,17.526400000000002,23.03885,17.507,1.1303
188.2,75,100,80,0.0,24.167,101.63,14.203,150,0.9,0,20.095,12.006,17.469,79241,89000.0,6.5048,298.0,533.65,1.5609,10.0,,23,,1.0977,0.19384,,23.011816666666665,1.4902,0,,0,0,6,0.2,101785.99999999901,-0.06758333333333866,-0.09499999999999176,0.014635999999999998,7500,23.03885,17.5072,23.025333333333332,17.488,1.1017
188.4,75,100,80,0.0,22.755,49.463,1.4203,150,0.9,0,20.203,11.985,17.45,79287,89054.0,6.5034,297.87,486.28,1.5604,10.0,,23,,1.1176,0.19369,,22.9983,1.4897,0,,0,0,6,0.2,101801.99999999901,-0.0675833333333209,-0.09500000000000952,0.014901333333333332,7500,23.025333333333332,17.488000000000003,23.011816666666665,17.469,1.0977
188.6,75,100,80,0.0,21.927,14.839,72.093,150,0.9,0,20.311,11.985,17.431,79332,89108.0,6.5023,297.96,519.15,1.5599,10.0,,23,,1.1197,0.19368,,22.984783333333333,1.4892,0,,0,0,6,0.2,101817.99999999901,-0.06758333333333866,-0.09499999999999176,0.014929333333333333,7500,23.011816666666668,17.469,22.9983,17.45,1.1176
188.8,75,100,80,0.0,21.541,40.939,7.2093,150,0.9,0,20.419,11.989,17.412,79377,89162.0,6.5012,297.86,480.33,1.5593,10.0,,23,,1.1157,0.19371,,22.971266666666665,1.4887,0,,0,0,6,0.2,101833.99999999901,-0.06758333333333866,-0.09500000000000952,0.014875999999999999,7500,22.9983,17.45,22.984783333333333,17.431,1.1197
189.0,75,100,80,0.0,21.6,12.282,122.38,150,0.9,0,20.529,11.99,17.393,79422,89216.0,6.4992,298.06,559.62,1.5588,10.0,,23,,1.1169,0.1937,,22.957749999999997,1.4882,0,,0,0,6,0.2,101849.99999999901,-0.06758333333333866,-0.09499999999999176,0.014892,7500,22.984783333333333,17.431,22.971266666666665,17.412,1.1157
189.2,75,100,80,0.0,22.44,79.901,12.238,150,0.9,0,20.639,11.996,17.374,79467,89270.0,6.4979,297.92,505.35,1.5583,10.0,,23,,1.1154,0.19371,,22.944233333333333,1.4877,0,,0,0,6,0.2,101865.99999999901,-0.0675833333333209,-0.09500000000000952,0.014872,7500,22.97126666666667,17.412,22.957749999999997,17.393,1.1169
189.4,75,100,80,0.0,23.787,23.97,190.96,150,0.9,0,20.749,12.007,17.355,79513,89324.0,6.4976,298.28,640.46,1.5578,10.0,,23,,1.1104,0.19375,,22.930716666666665,1.4871,0,,0,0,6,0.2,101881.99999999901,-0.06758333333333866,-0.09499999999999176,0.014805333333333334,7500,22.957749999999997,17.393,22.944233333333333,17.374,1.1154
189.6,75,100,80,0.0,25.261,145.14,19.096,150,0.9,0,20.859,12.008,17.336,79559,89379.0,6.4977,298.06,559.51,1.5572,10.0,,23,,1.1155,0.19371,,22.917199999999998,1.4866,0,,0,0,6,0.2,101897.99999999901,-0.06758333333333866,-0.09500000000000952,0.014873333333333332,7500,22.94423333333333,17.374000000000002,22.930716666666665,17.355,1.1104
189.8,75,100,80,0.0,26.706,79.217,1.9096,150,0.9,0,20.97,12.004,17.317,79605,89434.0,6.4981,297.9,496.75,1.5567,10.0,,23,,1.1277,0.19362,,22.903683333333333,1.4861,0,,0,0,6,0.2,101913.99999999901,-0.0675833333333209,-0.09499999999999176,0.015035999999999999,7500,22.930716666666665,17.354999999999997,22.917199999999998,17.336,1.1155
190.0,75,100,80,0.0,27.984,23.765,95.64,150,0.9,0,21.079,12.009,17.298,79651,89489.0,6.4982,298.03,546.04,1.5562,10.0,,23,,1.1294,0.19361,,22.890166666666666,1.4856,0,,0,0,6,0.2,101929.99999999901,-0.06758333333333866,-0.09500000000000952,0.015058666666666666,7500,22.9172,17.336000000000002,22.903683333333333,17.317,1.1277
190.2,75,100,80,0.0,29.208,66.035,9.564,150,0.9,-4000,21.19,12.029,17.279,78996,88745.0,6.5262,297.9,496.76,1.5466,10.0,,23,,1.1084,0.19379,,22.876649999999998,1.4764,0,,0,0,6,0.2,101945.99999999901,-0.06758333333333866,-0.09499999999999176,0.014778666666666667,7500,22.90368333333333,17.317,22.890166666666666,17.298,1.1294
190.4,75,100,80,0.0,19.155,19.811,157.89,150,0.9,-4000,21.303,11.992,17.261,78339,87998.0,6.5523,298.18,603.97,1.5329,10.0,,23,,1.105,0.19384,,22.863133333333334,1.4633,0,,0,0,6,0.2,101961.99999999901,-0.0675833333333209,-0.09000000000000341,0.014733333333333333,7500,22.890166666666666,17.298199999999998,22.876649999999998,17.279,1.1084
190.6,75,100,80,0.51794,9.5774,115.67,15.789,150,0.9,-4000,21.415,11.963,17.242,77680,87250.0,6.5747,297.99,533.19,1.5189,10.0,,23,,1.0971,0.19393,,22.849616666666666,1.4499,0,,0,0,6,0.2,101977.99999999901,-0.06758333333333866,-0.09499999999999176,0.014628,7500,22.87665,17.279400000000003,22.863133333333334,17.261,1.105
190.8,75,100,80,1.0362,4.7887,54.75,1.5789,150,0.9,-4000,21.527,11.941,17.224,77021,86501.0,6.5948,297.86,482.39,1.505,10.0,,23,,1.0983,0.19395,,22.8361,1.4366,0,,0,0,6,0.2,101993.99999999901,-0.06758333333333866,-0.09000000000000341,0.014644,7500,22.863133333333334,17.2608,22.849616666666666,17.242,1.0971
191.0,75,100,80,1.5546,2.3943,16.425,77.214,150,0.9,-4000,21.64,11.943,17.206,76361,85751.0,6.6134,297.96,519.5,1.4911,10.0,,23,,1.0806,0.19411,,22.822583333333334,1.4232,0,,0,0,6,0.2,102009.99999999901,-0.0675833333333209,-0.09000000000000341,0.014408,7500,22.849616666666666,17.242399999999996,22.8361,17.224,1.0983
191.2,75,100,80,2.0731,1.1972,47.113,7.7214,150,0.9,-4000,21.752,11.95,17.188,75701,85002.0,6.6313,297.84,478.02,1.4772,10.0,,23,,1.0619,0.19427,,22.809066666666666,1.4099,0,,0,0,6,0.2,102025.99999999901,-0.06758333333333866,-0.09000000000000341,0.014158666666666668,7500,22.8361,17.2242,22.822583333333334,17.206,1.0806
191.4,75,100,80,2.5915,0.59859,14.134,138.18,150,0.9,-4000,21.866,11.951,17.17,75041,84252.0,6.6487,298.1,571.52,1.4633,10.0,,23,,1.0518,0.19438,,22.79555,1.3966,0,,0,0,6,0.2,102041.99999999901,-0.06758333333333866,-0.08999999999998565,0.014024000000000002,7500,22.822583333333334,17.206,22.809066666666666,17.188,1.0619
191.6,75,100,80,3.1099,0.29929,98.962,13.818,150,0.9,-4000,21.981,11.962,17.151,74381,83503.0,6.6659,297.92,507.38,1.4494,10.0,,23,,1.0317,0.19456,,22.78203333333333,1.3833,0,,0,0,6,0.2,102057.99999999901,-0.06758333333333866,-0.09500000000000952,0.013756,7500,22.809066666666666,17.1878,22.79555,17.17,1.0518
191.8,75,100,80,3.6284,0.14965,29.689,233.41,150,0.9,-4000,22.099,11.97,17.133,73721,82753.0,6.6831,298.41,678.13,1.4355,10.0,,23,,1.0149,0.19471,,22.768516666666667,1.37,0,,0,0,6,0.2,102073.99999999901,-0.0675833333333209,-0.09000000000000341,0.013531999999999999,7500,22.79555,17.1696,22.78203333333333,17.151,1.0317
192.0,75,100,80,4.1468,0.074823,195.17,23.341,150,0.9,-4000,22.217,11.975,17.114,73061,82004.0,6.7002,298.11,575.24,1.4217,10.0,5039.4,23,2876.9,1.0033,0.19482,17.188,22.755,1.3567,0,85.666,0,0,6,0.2,102089.99999999901,-0.06758333333333866,-0.09499999999999176,0.013377333333333335,7500,22.782033333333334,17.1512,22.768516666666667,17.133,1.0149
192.2,75,100,80,4.6651,0.037412,105.29,2.3341,150,0.9,0,22.336,11.978,17.096,73103,82055.0,6.6744,297.9,501.1,1.4172,10.0,,23,,0.99757,0.19488,,22.740316666666665,1.3524,0,,0,0,6,0.2,102105.99999999901,-0.07341666666667024,-0.09000000000000341,0.013300933333333332,7500,22.768283333333333,17.1328,22.755,17.114,1.0033
192.4,75,100,80,5.1891,0.018706,31.588,115.52,150,0.9,0,22.454,11.988,17.077,73146,82106.0,6.6505,298.09,565.99,1.4164,10.0,,23,,0.99057,0.19493,,22.72563333333333,1.3517,0,,0,0,6,0.2,102121.99999999901,-0.07341666666667024,-0.09499999999999176,0.0132076,7500,22.754299999999997,17.1142,22.740316666666665,17.096,0.99757
192.6,75,100,80,5.7107,0.0093529,93.717,11.552,150,0.9,0,22.575,11.991,17.059,73188,82157.0,6.628,297.91,505.79,1.4159,10.0,,23,,0.99102,0.19493,,22.71095,1.3512,0,,0,0,6,0.2,102137.99999999901,-0.07341666666665247,-0.09000000000000341,0.0132136,7500,22.74008333333333,17.0958,22.72563333333333,17.077,0.99057
192.8,75,100,80,6.2323,0.0046764,28.115,209.31,150,0.9,0,22.697,12.01,17.04,73231,82208.0,6.6067,298.34,655.38,1.4154,10.0,,23,,0.97416,0.19505,,22.696266666666666,1.3507,0,,0,0,6,0.2,102153.99999999901,-0.07341666666667024,-0.09500000000000952,0.0129888,7500,22.72563333333333,17.077199999999998,22.71095,17.059,0.99102
193.0,75,100,80,6.7538,0.0023382,174.16,20.931,150,0.9,0,22.821,12.008,17.021,73273,82260.0,6.5862,298.06,557.34,1.4149,10.0,,23,,0.97928,0.19502,,22.681583333333332,1.3502,0,,0,0,6,0.2,102169.99999999901,-0.07341666666667024,-0.09499999999999176,0.013057066666666667,7500,22.710949999999997,17.0586,22.696266666666666,17.04,0.97416
193.2,75,100,80,7.2753,0.0011691,86.873,2.0931,150,0.9,0,22.943,12.008,17.003,73316,82311.0,6.5669,297.86,488.56,1.4144,10.0,,23,,0.98313,0.19499,,22.6669,1.3497,0,,0,0,6,0.2,102185.99999999901,-0.07341666666667024,-0.09000000000000341,0.0131084,7500,22.696266666666666,17.04,22.681583333333332,17.021,0.97928
193.4,75,100,80,7.7967,0.00058456,26.062,102.74,150,0.9,0,23.064,12.023,16.984,73359,82363.0,6.5477,298.02,543.89,1.4139,10.0,,23,,0.97078,0.19508,,22.652216666666664,1.3493,0,,0,0,6,0.2,102201.99999999901,-0.07341666666667024,-0.09499999999999176,0.012943733333333334,7500,22.681583333333332,17.0214,22.6669,17.003,0.98313
193.6,75,100,80,0.0,0.0,77.122,10.274,150,0.9,0,23.187,11.986,16.966,73400,82413.0,6.5344,297.87,488.88,1.4134,10.0,,23,,0.98489,0.19498,,22.637533333333334,1.3488,0,,0,0,6,0.2,102217.99999999901,-0.07341666666665247,-0.09000000000000341,0.013131866666666667,7500,22.6669,17.0028,22.652216666666664,16.984,0.97078
193.8,75,100,80,0.0,0.0,23.137,190.75,150,0.9,0,23.312,11.991,16.948,73442,82463.0,6.5217,298.26,624.97,1.4129,10.0,,23,,0.98324,0.19499,,22.62285,1.3483,0,,0,0,6,0.2,102233.99999999901,-0.07341666666667024,-0.09000000000000341,0.013109866666666666,7500,22.652216666666664,16.9844,22.637533333333334,16.966,0.98489
194.0,75,100,80,0.0,0.0,153.54,19.075,150,0.9,0,23.437,11.988,16.929,73483,82513.0,6.5097,298.0,534.42,1.4124,10.0,,23,,0.98884,0.19495,,22.608166666666666,1.3478,0,,0,0,6,0.2,102249.99999999901,-0.07341666666667024,-0.09500000000000952,0.013184533333333333,7500,22.637533333333334,16.966,22.62285,16.948,0.98324
194.2,75,100,80,0.0,0.0,70.916,1.9075,150,0.9,0,23.562,11.994,16.911,73524,82564.0,6.498,297.82,473.63,1.4119,10.0,,23,,0.98426,0.19499,,22.59348333333333,1.3473,0,,0,0,6,0.2,102265.99999999901,-0.07341666666667024,-0.08999999999998565,0.013123466666666667,7500,22.62285,16.9476,22.608166666666666,16.929,0.98884
194.4,75,100,80,0.0,1.3079,21.275,93.781,150,0.9,0,23.683,12.017,16.893,73566,82614.0,6.4876,297.96,523.07,1.4114,10.0,,23,,0.96458,0.19513,,22.578799999999998,1.3469,0,,0,0,6,0.2,102281.99999999901,-0.07341666666667024,-0.09000000000000341,0.012861066666666667,7500,22.608166666666666,16.929399999999998,22.59348333333333,16.911,0.98426
194.6,75,100,80,0.0,6.7759,64.62,9.3781,150,0.9,0,23.805,12.04,16.874,73609,82666.0,6.481,297.82,471.6,1.4109,10.0,,23,,0.95987,0.19517,,22.564116666666667,1.3464,0,,0,0,6,0.2,102297.99999999901,-0.07341666666665247,-0.09500000000000952,0.012798266666666667,7500,22.59348333333333,16.911,22.578799999999998,16.893,0.96458
194.8,75,100,80,0.0,14.896,19.386,180.57,150,0.9,0,23.926,12.09,16.855,73653,82719.0,6.4795,298.18,599.9,1.4104,10.0,,23,,0.93556,0.19535,,22.549433333333333,1.3459,0,,0,0,6,0.2,102313.99999999901,-0.07341666666667024,-0.09499999999999176,0.012474133333333333,7500,22.578799999999998,16.8924,22.564116666666667,16.874,0.95987
195.0,75,100,80,0.0,23.595,139.84,18.057,150,0.9,0,24.05,12.134,16.836,73699,82774.0,6.4838,297.93,511.37,1.4099,10.0,,23,,0.91825,0.19548,,22.53475,1.3454,0,,0,0,6,0.2,102329.99999999901,-0.07341666666667024,-0.09500000000000952,0.012243333333333333,7500,22.564116666666667,16.8738,22.549433333333333,16.855,0.93556
195.2,75,100,80,0.0,30.589,41.953,320.9,150,0.9,0,24.175,12.17,16.817,73746,82830.0,6.493,298.61,751.26,1.4094,10.0,,23,,0.90512,0.19558,,22.520066666666665,1.3449,0,,0,0,6,0.2,102345.99999999901,-0.07341666666667024,-0.09499999999999176,0.012068266666666667,7500,22.549433333333333,16.854999999999997,22.53475,16.836,0.91825
195.4,75,100,80,0.0,33.885,276.96,32.09,150,0.9,0,24.298,12.19,16.797,73794,82887.0,6.5038,298.17,594.15,1.4089,10.0,,23,,0.89441,0.19566,,22.50538333333333,1.3444,0,,0,0,6,0.2,102361.99999999901,-0.07341666666667024,-0.09999999999999787,0.011925466666666667,7500,22.53475,16.8358,22.520066666666665,16.817,0.90512
195.6,75,100,80,0.0,32.877,140.57,3.209,150,0.9,0,24.42,12.189,16.777,73842,82944.0,6.5138,297.87,488.74,1.4084,10.0,,23,,0.89319,0.19567,,22.4907,1.3439,0,,0,0,6,0.2,102377.99999999901,-0.07341666666665247,-0.09999999999999787,0.0119092,7500,22.52006666666667,16.816399999999998,22.50538333333333,16.797,0.89441
195.8,75,100,80,0.0,27.862,42.171,145.38,150,0.9,0,24.54,12.188,16.758,73889,82999.0,6.5209,298.1,571.65,1.4079,10.0,,23,,0.87772,0.19579,,22.476016666666666,1.3435,0,,0,0,6,0.2,102393.99999999901,-0.07341666666667024,-0.09500000000000952,0.011702933333333332,7500,22.505383333333334,16.797000000000004,22.4907,16.777,0.89319
196.0,75,100,80,0.0,20.028,120.74,14.538,150,0.9,0,24.661,12.144,16.739,73934,83053.0,6.5233,297.87,491.24,1.4074,10.0,,23,,0.89965,0.19563,,22.461333333333332,1.343,0,,0,0,6,0.2,102409.99999999901,-0.07341666666667024,-0.09499999999999176,0.011995333333333332,7500,22.490699999999997,16.7776,22.476016666666666,16.758,0.87772
196.2,75,100,80,0.0,11.23,36.223,273.41,150,0.9,0,24.782,12.119,16.72,73978,83106.0,6.5194,298.45,693.14,1.4069,10.0,,23,,0.90024,0.19562,,22.446649999999998,1.3425,0,,0,0,6,0.2,102425.99999999901,-0.07341666666667024,-0.09500000000000952,0.0120032,7500,22.476016666666666,16.7582,22.461333333333332,16.739,0.89965
196.4,75,100,80,0.0,4.0165,231.0,27.341,150,0.9,0,24.904,12.084,16.702,74020,83156.0,6.5103,298.07,560.14,1.4063,10.0,,23,,0.91539,0.19551,,22.431966666666664,1.342,0,,0,0,6,0.2,102441.99999999901,-0.07341666666667024,-0.08999999999998565,0.012205200000000001,7500,22.461333333333332,16.7392,22.446649999999998,16.72,0.90024
196.6,75,100,80,0.0,0.42508,113.25,2.7341,150,0.9,0,25.027,12.065,16.684,74061,83207.0,6.4989,297.83,474.01,1.4058,10.0,,23,,0.92676,0.19543,,22.417283333333334,1.3415,0,,0,0,6,0.2,102457.99999999901,-0.07341666666665247,-0.09000000000000341,0.012356800000000001,7500,22.446649999999998,16.7206,22.431966666666664,16.702,0.91539
196.8,75,100,80,0.0,1.3745,33.974,127.07,150,0.9,0,25.152,12.086,16.666,74102,83257.0,6.4887,298.03,545.82,1.4053,10.0,,23,,0.91009,0.19555,,22.4026,1.341,0,,0,0,6,0.2,102473.99999999901,-0.07341666666667024,-0.09000000000000341,0.012134533333333333,7500,22.431966666666664,16.702199999999998,22.417283333333334,16.684,0.92676
197.0,75,100,80,0.0,6.4199,99.499,12.707,150,0.9,0,25.28,12.097,16.648,74145,83309.0,6.4823,297.84,478.12,1.4048,10.0,,23,,0.91668,0.19551,,22.387916666666666,1.3405,0,,0,0,6,0.2,102489.99999999901,-0.07341666666667024,-0.09000000000000341,0.012222400000000001,7500,22.41728333333333,16.684,22.4026,16.666,0.91009
197.2,75,100,80,0.0,14.02,29.85,240.49,150,0.9,0,25.407,12.124,16.63,74189,83362.0,6.4812,298.34,654.61,1.4043,10.0,,23,,0.91817,0.1955,,22.37323333333333,1.34,0,,0,0,6,0.2,102505.99999999901,-0.07341666666667024,-0.09000000000000341,0.012242266666666668,7500,22.4026,16.666000000000004,22.387916666666666,16.648,0.91668
197.4,75,100,80,0.0,22.028,197.62,24.049,150,0.9,0,25.533,12.159,16.611,74235,83417.0,6.4846,298.01,539.96,1.4038,10.0,,23,,0.90987,0.19556,,22.358549999999997,1.3395,0,,0,0,6,0.2,102521.99999999901,-0.07341666666667024,-0.09499999999999176,0.0121316,7500,22.387916666666666,16.6478,22.37323333333333,16.63,0.91817
197.6,75,100,80,0.0,28.68,94.565,2.4049,150,0.9,0,25.66,12.181,16.592,74282,83473.0,6.4905,297.8,465.71,1.4033,10.0,,23,,0.91021,0.19556,,22.343866666666667,1.339,0,,0,0,6,0.2,102537.99999999901,-0.07341666666665247,-0.09500000000000952,0.012136133333333333,7500,22.37323333333333,16.629399999999997,22.358549999999997,16.611,0.90987
197.8,75,100,80,0.0,32.993,28.369,115.94,150,0.9,0,25.787,12.202,16.572,74330,83530.0,6.4984,297.99,530.84,1.4027,10.0,,23,,0.90521,0.1956,,22.329183333333333,1.3385,0,,0,0,6,0.2,102553.99999999901,-0.07341666666667024,-0.09999999999999787,0.012069466666666665,7500,22.358549999999997,16.610599999999998,22.343866666666667,16.592,0.91021
198.0,75,100,80,0.0,34.138,86.06,11.594,150,0.9,0,25.917,12.202,16.553,74378,83587.0,6.5084,297.81,466.6,1.4022,10.0,,23,,0.91044,0.19556,,22.3145,1.338,0,,0,0,6,0.2,102569.99999999901,-0.07341666666667024,-0.09499999999999176,0.012139200000000001,7500,22.343866666666667,16.5916,22.329183333333333,16.572,0.90521
198.2,75,100,80,0.0,31.283,25.818,225.5,150,0.9,0,26.042,12.188,16.534,74425,83644.0,6.5155,298.27,630.68,1.4017,10.0,,23,,0.92023,0.19548,,22.299816666666665,1.3375,0,,0,0,6,0.2,102585.99999999901,-0.07341666666667024,-0.09500000000000952,0.012269733333333333,7500,22.329183333333333,16.572400000000002,22.3145,16.553,0.91044
198.4,75,100,80,0.0,25.602,179.7,22.55,150,0.9,0,26.168,12.185,16.515,74471,83699.0,6.5203,297.96,519.84,1.4012,10.0,,23,,0.90434,0.1956,,22.28513333333333,1.337,0,,0,0,6,0.2,102601.99999999901,-0.07341666666667024,-0.09499999999999176,0.012057866666666667,7500,22.3145,16.5532,22.299816666666665,16.534,0.92023
198.6,75,100,80,0.0,18.005,78.387,2.255,150,0.9,0,26.292,12.157,16.497,74516,83753.0,6.5198,297.76,450.78,1.4007,10.0,,23,,0.90882,0.19557,,22.27045,1.3365,0,,0,0,6,0.2,102617.99999999901,-0.07341666666665247,-0.09000000000000341,0.0121176,7500,22.299816666666665,16.534200000000002,22.28513333333333,16.515,0.90434
198.8,75,100,80,0.0,10.631,23.516,106.43,150,0.9,0,26.419,12.126,16.479,74560,83806.0,6.5143,297.93,509.29,1.4001,10.0,,23,,0.92099,0.19548,,22.255766666666666,1.336,0,,0,0,6,0.2,102633.99999999901,-0.07341666666667024,-0.09000000000000341,0.012279866666666667,7500,22.28513333333333,16.5156,22.27045,16.497,0.90882
199.0,75,100,80,0.0,5.4296,7.0548,0.0001,150,0.9,0,26.548,12.102,16.461,74602,83857.0,6.5058,297.84,480.39,1.3996,10.0,,23,,0.9323,0.1954,,22.241083333333332,1.3355,0,,0,0,6,0.2,102649.99999999901,-0.07341666666667024,-0.09000000000000341,0.012430666666666666,7500,22.27045,16.4972,22.255766666666666,16.479,0.92099
199.2,75,100,80,0.0,3.6263,2.1164,103.8,150,0.9,0,26.676,12.091,16.443,74644,83908.0,6.4965,298.04,548.9,1.3991,10.0,,23,,0.94122,0.19533,,22.226399999999998,1.335,0,,0,0,6,0.2,102665.99999999901,-0.07341666666667024,-0.08999999999998565,0.0125496,7500,22.255766666666666,16.479,22.241083333333332,16.461,0.9323
199.4,75,100,80,0.0,5.5396,63.431,10.38,150,0.9,0,26.802,12.097,16.426,74686,83960.0,6.489,297.89,496.95,1.3986,10.0,,23,,0.94522,0.1953,,22.211716666666664,1.3345,0,,0,0,6,0.2,102681.99999999901,-0.07341666666667024,-0.08500000000001506,0.012602933333333333,7500,22.241083333333332,16.461199999999998,22.226399999999998,16.443,0.94122
199.6,75,100,80,0.0,10.449,19.029,177.27,150,0.9,0,26.927,12.109,16.408,74730,84012.0,6.4855,298.24,621.87,1.398,10.0,,23,,0.95176,0.19526,,22.197033333333334,1.334,0,,0,0,6,0.2,102697.99999999901,-0.07341666666665247,-0.08999999999998565,0.012690133333333334,7500,22.2264,16.4434,22.211716666666664,16.426,0.94522
199.8,75,100,80,0.0,16.76,137.25,17.727,150,0.9,0,27.051,12.135,16.389,74774,84066.0,6.4868,298.0,537.32,1.3975,10.0,,23,,0.94827,0.19528,,22.18235,1.3335,0,,0,0,6,0.2,102713.99999999901,-0.07341666666667024,-0.09500000000000952,0.0126436,7500,22.211716666666668,16.4254,22.197033333333334,16.408,0.95176
